initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,grass_regrowth
84,96,42,89,12,7,22
245,162,49,61,19,3,50
60,241,28,86,8,10,56
57,63,4,95,14,12,15
101,32,2,40,15,4,31
159,234,21,43,8,14,72
209,242,9,84,16,15,40
69,61,10,69,9,19,86
82,156,38,83,8,11,95
187,174,28,12,18,14,45
53,194,38,83,5,11,40
100,81,46,3,17,16,61
158,218,41,73,20,17,59
115,42,11,28,4,8,79
157,69,44,69,17,18,86
207,124,31,36,17,0,37
80,204,39,35,12,3,17
180,225,8,72,17,6,0
146,1,3,44,4,3,64
49,176,10,98,9,10,6
105,247,37,35,12,14,14
168,109,24,10,11,14,86
112,53,29,67,9,1,81
47,4,27,19,2,7,8
128,72,16,3,1,9,4
68,109,25,21,16,0,69
103,2,41,89,5,8,24
32,117,42,37,12,18,61
242,176,42,23,2,2,91
238,91,46,20,17,18,56
212,36,5,76,15,8,96
156,92,32,18,14,10,78
84,80,4,52,7,17,60
215,24,2,24,19,7,59
218,21,47,6,8,19,38
35,130,15,77,3,17,2
153,134,39,13,7,7,27
53,175,7,85,3,4,85
197,155,40,63,13,18,29
152,174,16,96,17,14,62
203,154,18,3,18,15,22
6,186,34,0,10,12,95
211,234,25,20,7,15,43
216,35,23,37,4,6,37
44,79,34,69,12,16,88
176,140,32,15,8,10,89
132,128,14,22,3,11,59
124,54,37,40,15,19,15
84,224,18,49,18,20,65
118,87,29,16,5,4,62
156,31,15,94,10,11,46
130,88,50,74,14,11,10
48,90,17,21,19,18,13
63,185,42,96,11,19,64
39,73,10,53,4,14,73
222,54,11,92,4,8,2
2,2,13,22,17,6,14
219,36,49,80,9,12,23
172,163,11,1,17,18,52
5,84,26,52,16,8,32
165,4,14,76,12,11,76
66,166,25,58,16,17,7
201,56,16,71,17,14,8
50,179,3,13,3,5,100
91,122,33,15,6,9,68
206,104,40,82,7,19,45
211,80,44,31,12,7,63
204,20,30,20,14,19,41
167,174,19,95,19,4,20
237,177,8,65,11,4,25
141,133,35,37,7,17,34
75,164,44,53,9,17,11
31,177,29,16,11,13,98
148,129,29,81,3,15,83
179,186,35,73,14,6,69
16,135,18,89,9,5,20
19,45,37,32,6,8,80
133,243,1,63,4,17,15
26,5,44,25,12,3,91
89,109,9,54,5,11,80
172,202,18,2,14,14,60
12,46,28,34,18,7,42
106,217,33,88,4,16,98
71,3,35,26,18,9,89
217,74,14,92,7,6,12
194,188,46,30,4,13,29
209,48,13,87,9,4,57
208,51,32,81,2,4,53
248,232,33,54,18,18,56
31,37,10,56,2,19,27
98,34,32,68,12,9,47
33,6,45,18,16,3,39
161,144,27,33,6,10,49
92,113,2,18,19,3,1
191,231,5,14,5,18,21
59,7,8,20,1,11,92
176,29,34,51,12,14,34
224,230,1,25,2,7,11
11,150,0,87,18,6,61
233,132,2,59,9,8,15
115,201,31,87,6,16,70
98,163,16,98,5,5,53
166,140,16,49,9,6,79
150,134,41,63,15,0,38
234,132,5,23,10,6,33
40,27,44,48,1,6,89
111,108,12,7,18,7,75
241,138,38,12,17,13,35
18,93,20,73,3,19,64
68,171,9,44,14,9,54
124,65,30,4,11,1,32
19,29,41,6,7,0,31
184,81,31,38,18,6,92
101,33,30,67,19,14,29
131,191,17,50,4,8,100
203,223,13,53,16,9,64
107,35,47,71,16,15,94
118,130,4,50,11,2,31
120,178,43,17,15,7,82
215,239,32,49,7,8,43
205,138,24,83,1,3,77
243,26,26,54,9,5,17
18,92,24,90,4,1,67
222,159,7,43,2,13,46
97,64,24,33,17,6,55
148,65,45,74,13,17,4
90,219,25,2,7,16,4
223,59,21,37,19,14,37
185,241,31,39,14,10,70
163,16,41,39,16,2,57
157,102,5,27,16,1,88
4,196,16,60,13,6,63
36,186,12,89,2,16,30
38,20,41,46,8,17,90
32,182,36,91,4,12,63
215,188,10,70,11,12,46
126,172,9,92,1,7,24
76,227,39,30,2,13,84
175,50,23,99,13,19,90
164,28,4,48,3,16,2
170,159,43,47,16,14,41
21,216,23,61,3,14,44
55,144,30,77,10,3,82
158,133,31,28,14,14,36
202,152,16,50,12,10,43
231,39,36,14,18,2,36
143,40,27,76,11,1,81
170,207,30,97,8,7,55
130,206,10,11,14,2,18
149,82,33,54,14,9,56
81,55,14,50,15,0,48
27,234,29,48,11,13,76
249,189,16,48,5,2,4
145,13,27,82,7,5,84
194,147,10,2,2,9,37
11,78,15,19,14,17,61
15,240,10,15,18,7,20
104,116,16,2,5,7,59
149,186,25,26,3,8,89
115,173,25,76,8,9,5
62,190,13,58,18,15,93
99,79,24,77,5,12,44
213,102,5,91,19,3,20
102,40,48,62,11,15,25
221,6,21,97,16,5,47
56,5,42,58,11,17,5
85,9,50,5,5,16,49
183,155,12,75,8,11,100
93,192,19,32,10,11,80
87,78,11,78,3,1,50
64,81,34,30,14,4,34
199,93,15,68,12,14,35
173,131,0,50,5,9,40
229,28,46,46,3,3,55
186,48,20,47,15,19,81
151,183,1,27,9,15,44
242,91,3,88,13,9,92
132,62,35,61,14,20,48
85,156,40,47,9,8,96
234,95,10,12,13,7,61
146,119,2,73,11,4,31
80,146,48,54,13,14,15
212,239,27,5,8,2,62
160,91,50,21,7,18,81
189,107,32,91,4,12,21
80,24,25,51,5,8,3
209,145,23,95,3,1,24
77,128,18,21,3,12,2
200,88,49,76,5,6,99
223,117,3,45,2,0,84
175,219,49,71,20,16,45
205,28,17,2,2,15,23
235,160,13,10,5,8,61
245,40,46,85,12,19,26
88,35,28,15,6,16,75
134,3,24,85,12,14,91
119,248,38,14,14,8,14
242,167,28,26,3,20,9
44,156,33,72,6,6,50
181,77,25,95,20,13,99
90,92,5,0,19,15,41
97,61,34,69,17,10,22
136,57,11,39,9,15,92
208,229,31,57,15,6,49
198,34,20,75,8,14,54
231,213,7,64,6,7,89
246,140,46,71,16,12,72
228,223,4,92,18,20,78
12,53,5,56,15,12,67
23,247,42,94,14,17,13
146,176,13,10,9,13,19
223,230,4,47,14,0,9
53,67,12,67,8,12,68
215,58,13,55,15,10,97
122,20,28,25,3,8,45
106,244,23,21,18,9,54
45,195,37,34,16,16,55
228,148,14,55,16,12,56
236,204,30,23,18,4,57
90,75,6,86,13,1,1
165,120,8,74,15,15,93
241,238,15,99,11,16,84
241,242,40,83,8,13,69
173,187,5,90,16,15,91
67,220,33,51,2,4,2
133,160,36,97,10,3,40
125,134,15,16,11,5,93
6,221,39,60,10,16,19
103,57,3,60,13,6,31
164,68,8,8,19,7,8
29,24,20,3,16,20,14
136,105,34,11,10,20,85
18,149,25,1,3,13,38
46,180,43,60,4,4,3
232,99,39,41,6,11,81
129,181,13,12,16,10,72
73,247,9,32,8,6,51
137,99,14,31,6,16,30
225,12,46,21,20,6,24
125,14,4,89,19,7,54
167,97,7,17,14,10,18
43,129,45,26,6,3,0
222,167,30,65,6,18,35
7,163,1,72,19,15,31
104,52,27,44,13,2,63
179,227,49,32,20,15,82
14,230,34,55,3,11,73
228,103,35,49,7,5,15
204,74,47,67,17,14,72
119,244,23,98,10,9,69
10,71,26,9,4,9,72
51,143,46,15,17,16,39
78,77,46,94,3,3,78
30,129,32,74,2,19,52
10,75,14,85,19,19,50
118,216,25,64,14,20,9
40,188,18,78,16,14,27
78,167,11,14,10,11,53
96,41,34,47,11,1,27
198,138,40,95,20,13,95
147,1,24,97,19,17,95
87,142,6,86,14,14,25
214,211,45,84,9,5,96
81,94,43,97,19,16,33
128,159,46,94,5,11,69
228,114,11,10,20,19,98
83,167,42,43,1,16,39
42,98,38,47,19,17,42
139,114,9,24,2,5,5
49,72,23,72,8,2,14
12,128,1,43,18,9,64
44,143,43,27,6,13,64
169,246,45,71,2,13,89
219,210,50,77,7,12,87
112,154,37,84,16,8,94
218,246,34,16,19,8,32
240,82,16,10,18,13,98
159,14,28,28,16,6,97
139,150,43,23,12,5,98
139,37,37,23,13,8,83
112,215,3,4,1,3,94
231,199,49,59,10,8,68
98,96,34,62,6,17,69
148,49,11,20,19,17,80
123,180,3,86,3,16,85
64,32,42,19,18,9,100
44,201,47,98,4,3,98
95,15,15,33,20,5,70
7,210,13,46,13,13,6
47,200,45,8,7,15,27
248,61,16,56,15,8,40
229,19,48,58,15,13,31
209,219,18,69,13,13,47
117,99,45,76,15,15,59
196,161,36,89,5,9,42
60,166,22,75,14,18,71
82,132,35,25,5,6,75
90,92,2,68,17,1,86
60,39,5,62,9,6,82
140,42,12,81,13,9,25
38,131,9,67,7,14,86
173,223,26,78,4,5,34
196,205,45,38,10,20,15
1,111,18,57,4,2,98
10,234,32,28,3,2,100
35,241,3,33,2,9,43
232,168,49,78,6,7,15
149,232,43,35,13,19,98
172,172,33,38,2,15,66
228,206,19,89,10,2,23
155,13,1,97,15,16,71
126,162,48,92,20,18,84
150,79,39,66,9,12,26
163,147,6,34,14,16,60
135,51,36,30,3,16,96
75,182,44,96,10,6,55
146,162,23,49,5,11,21
76,26,19,92,18,1,31
68,152,3,39,8,7,38
93,165,19,38,6,14,78
210,87,9,59,19,1,26
143,136,12,21,17,8,35
177,60,14,31,17,14,73
110,3,39,87,2,9,90
142,119,34,59,5,0,1
117,171,9,23,10,12,92
229,89,25,81,18,2,6
4,193,19,15,17,14,64
49,59,18,85,18,20,12
124,220,39,10,11,11,1
225,147,36,93,7,10,6
18,95,22,11,5,18,3
214,30,21,58,17,17,42
101,12,41,60,16,4,39
162,111,49,92,12,6,37
158,114,36,53,5,20,70
144,121,4,94,10,13,29
152,161,42,12,16,9,52
145,176,25,35,17,10,66
54,28,22,36,20,4,90
109,98,37,98,15,12,47
239,125,31,9,6,19,76
157,59,6,1,14,11,59
153,87,8,84,15,16,15
70,207,14,13,4,19,13
169,153,48,41,10,2,96
145,203,21,9,6,14,73
129,112,35,22,12,14,89
77,8,29,50,16,5,10
100,79,41,83,6,7,1
100,236,11,17,4,6,94
171,42,25,33,11,11,90
231,3,5,59,11,10,99
69,172,42,3,1,20,33
212,133,13,63,19,0,72
167,9,46,51,19,16,48
228,115,5,36,11,15,59
105,57,15,57,18,0,76
192,65,15,70,9,7,64
202,50,48,93,16,5,79
201,179,20,73,4,14,50
80,113,45,11,14,8,9
197,117,0,8,14,7,84
41,124,11,94,6,12,75
55,119,26,44,8,12,16
16,80,47,16,12,1,63
9,9,20,52,3,1,67
97,184,36,26,3,14,17
117,110,28,41,6,11,51
139,123,17,4,6,3,51
136,122,24,11,6,3,49
218,248,20,1,10,5,17
132,213,39,13,13,17,79
134,82,24,70,9,4,100
126,32,41,60,17,6,80
12,126,4,90,18,19,45
121,238,31,97,9,4,81
185,5,10,87,5,12,6
97,185,24,60,11,7,32
87,89,17,5,11,14,66
141,51,33,92,18,11,91
42,127,13,15,17,5,14
75,241,14,78,8,6,53
183,118,27,77,15,17,43
193,14,14,72,13,12,59
23,205,10,22,9,7,68
7,229,35,91,15,4,16
22,166,12,40,10,15,17
85,75,43,83,2,5,4
86,247,27,49,5,8,74
237,55,6,5,19,13,6
232,100,40,80,16,2,95
166,219,37,42,12,8,98
125,139,46,96,3,20,54
94,20,46,35,10,17,30
123,116,31,6,11,10,12
25,35,18,13,11,10,85
109,210,49,42,19,4,54
17,118,12,3,19,9,67
150,32,32,93,10,10,90
125,195,36,72,16,4,19
35,220,32,67,13,10,13
61,226,30,14,13,0,43
8,149,1,35,18,19,56
65,18,15,24,19,1,97
171,230,37,85,17,8,58
71,203,43,59,13,15,86
129,173,43,20,20,9,26
247,239,31,31,5,3,4
169,108,29,38,18,19,80
36,226,6,52,6,1,92
48,42,10,11,11,14,85
249,175,35,24,19,10,57
122,84,27,75,12,4,56
117,181,29,31,7,9,50
247,228,36,97,11,5,23
191,86,40,0,8,16,79
191,103,41,57,19,17,39
60,23,34,35,10,3,21
205,168,33,93,7,10,63
75,197,5,98,4,4,12
170,47,12,47,8,8,60
85,169,20,55,12,0,90
148,215,13,4,18,1,7
134,96,47,69,9,13,58
83,157,3,11,11,1,28
108,209,37,37,6,19,26
131,60,46,26,14,16,93
74,156,13,12,18,13,21
195,31,20,20,8,15,39
79,139,22,38,19,6,8
36,97,17,12,13,5,11
215,220,8,15,7,7,28
180,45,44,34,8,4,66
181,131,3,65,12,18,99
159,86,48,52,7,10,55
103,49,9,79,8,5,56
156,210,11,74,18,9,73
152,12,13,1,15,2,16
111,196,38,14,5,7,94
234,72,29,66,15,5,60
36,33,5,40,10,5,6
9,240,3,45,12,3,77
154,34,15,49,16,9,60
67,49,15,26,12,15,70
233,87,25,93,6,5,85
50,152,22,60,10,17,80
168,33,17,87,2,18,29
92,61,25,17,8,0,61
142,199,42,36,2,9,79
58,63,40,17,9,10,16
57,244,7,84,6,11,76
246,221,27,29,19,1,93
184,7,44,99,16,2,20
165,48,29,66,11,12,37
104,32,16,34,16,12,64
177,41,30,1,8,18,23
17,138,2,29,16,19,21
127,173,1,57,12,11,75
147,197,13,73,1,13,31
8,20,25,9,13,20,18
69,151,31,8,5,9,37
192,211,33,86,3,17,35
88,191,38,23,5,5,29
74,216,35,8,17,10,53
127,244,10,80,19,15,91
39,29,26,46,4,2,28
137,83,21,7,13,13,75
131,86,21,58,3,8,83
132,69,42,13,7,12,52
113,8,26,7,12,2,11
114,247,20,84,16,7,95
188,126,21,70,5,7,57
195,129,49,38,7,16,27
237,213,16,36,1,11,34
179,67,48,53,12,10,7
206,138,4,94,3,17,99
188,137,27,32,7,6,36
235,0,25,70,8,15,28
189,97,45,22,10,10,58
241,115,34,41,9,4,40
51,17,9,68,11,8,79
33,219,40,37,2,16,82
105,112,24,79,5,3,78
204,118,40,82,4,13,50
55,16,0,19,7,18,52
111,83,41,45,19,10,68
184,47,30,100,9,20,24
6,169,37,92,14,5,8
240,95,17,66,2,8,17
234,191,16,93,6,10,8
1,187,39,37,14,0,9
81,91,47,29,20,5,7
3,53,17,83,17,16,12
30,103,24,32,18,9,14
79,20,19,84,6,4,64
201,246,37,11,6,13,61
124,141,27,42,2,18,55
8,44,34,25,9,16,78
239,146,14,88,15,11,18
244,123,21,72,5,17,88
159,161,2,58,3,1,80
17,166,12,63,17,13,44
177,93,15,57,8,4,44
230,208,3,34,13,8,34
236,86,6,45,11,4,10
120,76,41,57,8,2,19
47,158,24,37,5,2,47
186,193,22,18,8,0,53
38,10,18,88,18,3,89
20,170,30,45,20,6,44
51,2,7,80,13,10,2
154,233,21,3,6,2,26
155,67,29,32,4,18,92
107,153,23,48,4,3,23
230,139,35,40,19,20,68
66,68,15,76,2,18,68
45,210,4,63,9,10,85
119,228,32,99,3,1,21
177,143,9,33,7,18,3
238,176,35,45,12,17,60
155,173,29,25,11,9,49
247,33,42,71,2,11,17
82,180,9,66,6,13,0
161,13,44,2,4,2,62
5,182,41,31,4,10,84
225,241,2,26,2,18,9
139,108,23,19,9,11,84
182,207,2,82,5,12,36
108,37,33,95,8,19,79
141,213,38,6,8,19,71
190,193,45,56,4,12,52
66,141,29,42,2,6,52
213,12,17,2,12,19,28
117,142,10,45,9,4,87
147,117,47,71,9,13,42
95,104,33,46,17,12,41
163,139,26,41,12,16,52
54,178,26,30,7,12,46
84,162,7,75,17,3,43
227,85,43,17,7,3,9
161,85,27,11,12,6,71
208,195,14,64,13,19,66
102,1,7,35,7,5,62
48,0,4,3,5,18,10
15,181,36,75,3,1,67
162,192,42,62,13,19,10
153,182,14,27,19,5,72
211,183,2,63,19,3,52
171,27,20,95,7,14,76
114,183,19,81,7,1,17
184,197,37,90,11,9,39
34,80,37,5,12,17,27
62,192,10,41,15,12,51
221,116,26,79,2,6,58
220,129,39,46,9,16,33
227,245,36,21,12,15,33
50,133,46,52,6,12,11
55,149,16,77,13,0,12
92,74,2,71,7,19,68
154,89,37,65,19,4,39
19,115,43,67,4,7,77
40,25,30,50,14,19,46
236,143,36,22,9,19,20
109,62,32,43,7,18,83
216,179,24,44,19,1,60
133,198,47,68,12,8,85
135,160,10,49,9,17,73
181,101,6,91,18,2,98
207,237,49,53,11,15,53
147,117,22,43,9,15,96
7,64,45,90,15,1,31
16,78,43,93,14,2,32
9,157,39,34,8,14,93
41,115,35,47,4,13,22
2,66,6,33,19,5,74
47,36,35,100,17,14,30
62,111,42,20,11,14,22
71,250,5,56,17,9,74
227,202,2,29,9,20,81
142,212,12,78,9,0,48
83,224,8,61,7,4,23
244,249,21,67,14,3,87
169,121,5,79,7,6,22
185,110,11,79,1,18,18
168,76,14,9,3,9,80
189,204,7,2,13,7,54
17,70,38,4,17,3,43
175,14,8,44,9,14,62
152,197,47,73,19,11,70
187,87,24,65,11,15,7
199,106,3,50,16,10,6
188,30,49,26,2,17,47
95,191,15,22,2,16,40
163,168,45,27,11,3,35
217,128,41,60,20,6,97
63,184,4,7,15,9,63
25,229,9,32,7,6,41
111,115,2,13,3,3,68
36,44,24,90,2,12,74
235,11,31,27,9,3,97
230,175,14,85,6,5,1
219,1,28,55,17,16,89
110,197,47,66,7,6,11
194,105,34,42,10,15,97
193,231,48,71,1,9,92
159,22,36,22,13,15,73
243,94,42,84,16,15,76
130,41,24,24,16,15,16
249,149,40,20,7,1,19
159,156,11,16,9,1,62
242,43,24,48,10,2,80
113,177,42,81,2,15,73
179,180,36,80,16,19,5
120,35,17,28,15,3,74
225,184,10,71,4,5,41
162,198,2,99,14,13,96
45,97,27,6,18,15,78
70,148,2,15,12,17,80
174,126,18,36,6,1,82
109,200,25,62,14,6,26
117,77,28,43,4,19,77
20,27,46,62,8,16,21
196,8,20,27,5,3,83
215,51,32,26,18,15,56
13,84,5,14,11,4,94
205,224,26,28,13,1,47
1,221,0,84,12,15,49
183,74,30,94,18,12,47
174,76,5,44,7,12,52
25,61,40,24,9,17,73
221,101,21,89,18,7,12
90,38,29,74,10,11,64
129,242,25,99,3,6,44
153,119,2,7,15,17,17
38,245,16,54,7,16,32
126,120,35,97,4,4,95
108,208,4,94,12,14,65
214,170,20,23,5,18,3
240,214,15,36,6,3,49
52,203,14,44,13,2,36
51,101,10,36,20,6,89
10,113,6,17,16,15,91
0,110,22,78,20,14,42
74,195,23,98,15,2,22
158,144,45,64,8,9,25
239,117,44,75,4,14,9
178,145,43,30,5,5,2
25,100,31,42,2,13,99
94,34,32,87,8,7,33
9,11,5,56,3,5,33
134,7,33,95,14,15,72
207,106,30,50,19,13,44
70,226,20,66,8,17,76
16,102,14,75,13,4,24
33,193,11,65,7,12,66
202,35,39,78,13,17,20
153,45,11,81,4,3,57
10,44,17,14,18,9,81
53,163,50,25,11,12,19
131,14,26,83,5,18,42
13,170,33,81,18,16,49
223,227,2,43,3,0,18
103,72,39,54,17,9,6
208,16,43,39,2,11,82
200,21,48,31,15,8,17
155,50,36,88,6,5,87
233,141,32,18,15,17,34
86,19,44,70,4,19,71
236,211,11,68,10,13,6
115,218,15,57,18,3,86
143,224,34,51,2,15,11
48,153,7,80,12,1,51
138,194,1,74,4,17,38
127,238,31,23,6,8,95
156,151,31,85,7,9,63
37,150,46,16,6,13,94
151,98,22,98,16,12,2
14,194,21,22,2,7,70
81,47,1,90,4,4,90
194,134,7,58,12,16,91
45,178,15,81,15,6,72
32,152,28,85,9,19,93
109,107,1,6,15,12,7
41,136,6,59,10,17,75
130,69,38,12,8,15,68
80,74,39,3,20,16,28
213,235,7,28,20,3,60
214,2,49,7,8,18,48
43,82,1,3,3,7,48
176,172,31,51,7,14,88
71,190,46,73,17,6,5
214,243,25,45,7,18,11
27,171,49,36,13,19,7
63,88,21,49,13,9,75
197,80,23,65,17,9,48
14,90,25,99,6,17,17
74,135,15,55,15,5,53
173,196,23,19,10,14,62
193,38,17,28,14,19,18
211,242,49,78,16,9,57
65,43,5,46,3,0,11
55,202,50,87,16,3,32
79,215,44,36,2,11,57
201,96,9,85,17,9,93
205,100,6,83,6,6,30
174,8,30,33,13,7,9
239,36,1,52,10,3,42
112,76,28,8,11,7,0
226,208,47,59,17,18,85
195,126,6,13,17,7,11
50,162,39,38,16,7,24
113,89,27,24,14,1,67
139,205,44,51,1,13,58
3,209,12,64,17,2,60
103,37,24,24,19,15,65
20,231,28,64,4,14,18
99,147,29,14,14,8,35
248,60,19,93,8,1,89
99,217,8,4,19,10,25
143,225,47,68,15,3,24
68,152,27,46,10,18,33
110,84,1,83,11,8,38
198,122,22,25,12,2,95
224,106,24,17,9,17,88
71,184,48,62,12,1,99
74,11,13,29,5,5,58
244,88,16,95,8,20,78
148,62,9,89,2,17,3
47,212,14,44,19,2,1
232,1,1,84,10,8,54
34,221,13,60,3,19,63
116,99,39,22,16,16,83
247,235,20,23,15,15,53
193,165,9,79,10,12,73
199,137,19,16,16,17,15
7,38,10,32,16,15,72
178,182,48,64,17,18,41
63,125,26,93,13,17,49
118,54,3,70,4,10,48
246,135,11,13,12,19,26
41,174,38,7,8,4,68
112,90,9,47,10,17,30
101,97,22,92,12,8,59
167,26,0,91,18,13,54
216,78,3,5,9,2,18
76,209,2,61,9,17,77
28,188,1,52,16,10,36
12,190,43,80,19,16,45
66,232,47,89,14,0,46
232,66,31,78,5,1,7
110,165,4,65,19,1,18
73,235,21,86,10,5,86
114,64,41,83,5,2,9
64,62,14,83,3,16,65
119,192,5,27,11,14,11
77,14,34,100,10,20,10
13,212,41,79,15,18,39
218,164,48,66,8,19,5
137,80,3,41,12,3,15
21,167,9,29,12,19,83
182,16,14,56,16,13,67
65,211,46,20,14,18,5
0,45,6,48,16,19,92
162,34,18,44,14,7,20
190,249,3,99,1,2,13
125,104,10,30,6,3,10
98,101,29,67,13,9,31
187,69,5,42,2,6,87
177,184,44,1,18,9,66
216,12,30,69,3,20,49
47,221,38,2,10,2,68
165,155,44,47,6,11,61
203,120,14,93,12,11,63
83,145,24,41,20,8,86
166,52,35,89,15,18,51
222,223,2,30,2,18,2
149,82,30,78,4,19,37
92,83,45,7,16,18,96
86,200,41,57,6,13,67
123,71,47,69,18,17,98
57,127,23,87,4,1,87
67,139,6,0,17,5,51
91,47,33,78,9,7,69
202,68,23,20,6,19,18
146,77,46,71,10,18,79
5,231,3,56,7,16,23
207,113,4,63,19,12,74
30,166,47,25,19,15,95
172,84,7,16,15,4,16
169,209,32,96,14,20,62
217,43,0,52,10,12,46
23,201,41,80,18,5,35
128,188,20,80,14,12,34
220,199,40,2,16,12,55
125,53,21,63,3,5,71
116,245,15,54,6,5,21
250,58,1,69,9,1,96
62,215,12,39,2,2,90
87,235,40,72,3,1,12
140,149,22,93,8,4,55
21,197,8,90,13,13,35
8,17,2,20,13,17,73
21,23,27,27,2,10,36
188,190,13,94,12,4,42
170,89,50,76,13,7,83
2,244,35,96,16,15,66
91,25,17,19,3,16,77
178,72,23,76,8,8,68
238,68,17,70,15,18,74
72,123,27,77,2,8,61
99,62,38,18,11,19,26
234,158,33,31,19,12,71
38,150,43,26,2,9,18
121,15,15,66,20,0,22
20,121,20,46,15,2,30
94,238,8,10,6,20,43
136,25,39,39,6,14,33
163,240,36,26,13,9,22
8,107,37,82,17,4,16
179,161,22,19,8,4,14
142,242,0,81,5,8,9
138,151,50,54,18,14,30
192,154,31,62,3,1,60
224,207,16,42,5,18,1
128,109,38,9,9,2,32
210,126,8,51,2,10,35
21,66,21,42,1,7,32
28,201,48,40,4,18,41
36,23,18,24,9,3,20
31,229,26,63,10,15,70
138,238,10,55,15,8,70
44,118,16,99,17,5,96
101,7,8,95,7,19,38
66,185,16,55,11,17,19
236,70,46,41,18,1,91
133,28,22,22,12,13,78
238,100,15,22,10,19,16
230,202,17,53,10,11,12
56,30,48,49,8,13,46
177,133,7,18,7,18,90
245,219,7,21,14,19,20
223,233,14,74,18,11,83
161,233,8,53,13,13,37
65,94,26,72,6,6,20
73,25,26,11,5,9,14
182,137,44,94,17,8,41
113,246,34,93,12,16,45
99,202,35,2,17,16,41
76,7,34,79,6,11,77
151,76,3,18,14,4,20
172,54,48,77,12,11,84
155,49,37,31,2,1,56
246,37,43,8,18,4,48
51,169,49,35,5,12,8
50,164,46,98,12,0,72
61,214,47,82,12,18,59
11,124,44,43,7,7,61
145,100,27,99,4,5,67
59,177,49,91,10,13,87
96,223,42,92,18,15,47
121,158,43,65,1,3,58
178,143,31,51,9,6,37
141,169,45,100,19,3,39
225,204,50,88,4,16,26
184,159,49,55,4,4,6
9,228,6,51,20,7,55
69,226,45,29,11,9,38
78,237,18,11,9,5,36
30,107,1,58,10,1,88
94,10,6,48,15,8,5
221,1,14,58,12,5,3
94,15,30,96,6,11,0
108,60,5,54,11,12,41
162,52,36,4,8,16,74
249,99,33,70,10,10,12
64,126,36,79,2,2,25
194,116,4,68,2,11,26
138,127,0,17,5,5,37
120,102,1,18,14,6,89
81,250,28,73,7,15,82
26,226,21,8,1,0,3
160,36,32,0,8,12,41
119,199,35,93,1,4,82
22,143,47,39,15,8,78
35,73,8,10,4,4,89
160,199,4,5,8,5,27
140,248,6,38,5,7,14
14,18,28,42,15,6,92
240,170,42,32,19,8,13
37,50,12,9,18,11,51
79,195,36,98,18,12,4
95,187,28,43,16,13,94
68,153,4,50,19,2,32
207,6,44,21,4,1,86
