initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,grass_regrowth
223,14,33,93,18,1,20
247,172,4,81,9,5,87
50,7,23,97,8,14,96
61,234,47,11,3,19,80
157,139,30,61,11,7,80
154,69,47,23,2,20,17
55,167,19,27,6,6,85
211,86,43,43,10,18,8
122,219,30,91,6,6,15
22,72,15,37,7,4,43
240,42,7,76,11,18,99
192,206,43,22,5,17,29
171,148,40,92,1,6,31
211,248,1,55,12,5,20
73,84,17,45,9,12,73
32,79,38,92,14,15,26
170,145,37,23,1,10,55
180,137,36,9,13,1,57
61,143,48,98,6,3,65
86,145,40,75,10,18,60
224,182,6,5,16,9,4
102,52,35,81,8,8,28
208,74,6,30,11,17,67
177,135,33,52,3,5,89
34,4,37,1,19,5,86
240,112,37,90,12,2,31
76,49,48,97,17,9,28
199,179,37,32,7,16,34
133,27,36,69,13,8,49
49,160,5,22,18,12,16
187,17,29,50,1,5,53
40,20,3,11,1,13,10
69,198,46,49,12,17,65
123,126,12,97,4,15,25
145,136,10,54,6,18,18
118,71,27,77,20,1,70
18,173,24,62,20,2,33
182,194,19,33,6,10,63
12,1,14,93,4,6,70
146,177,14,91,8,10,9
183,94,7,75,19,3,98
213,121,22,73,17,9,24
77,184,26,97,4,13,56
146,245,32,39,10,18,88
6,81,30,77,4,1,61
14,21,14,42,14,20,6
200,39,11,9,4,5,91
234,1,38,36,2,14,83
80,217,37,49,8,6,2
130,152,0,46,4,19,52
100,82,48,6,8,6,67
58,92,20,44,19,19,58
49,175,21,78,17,8,68
92,38,25,27,5,16,93
11,105,33,10,13,1,29
221,133,35,8,2,11,38
239,43,17,99,16,4,36
124,137,29,20,14,11,100
142,1,8,12,8,3,29
117,21,49,33,16,3,67
79,167,13,29,13,20,92
118,146,37,60,9,7,14
189,116,9,37,9,10,82
25,244,21,54,1,1,42
50,40,6,52,19,20,42
59,168,39,26,8,2,8
25,171,45,36,18,3,27
86,5,36,47,12,15,42
248,47,36,89,11,4,14
197,134,9,42,6,5,2
241,241,10,79,12,5,99
23,30,38,34,19,3,47
69,75,23,31,4,4,38
210,98,19,14,5,11,20
217,26,26,3,17,19,23
59,200,23,55,16,0,87
29,138,42,55,18,17,49
51,208,13,42,15,11,33
141,56,31,54,14,20,61
187,143,33,87,1,6,67
242,222,49,78,4,8,97
136,118,36,95,15,17,69
53,22,28,39,16,13,41
118,239,14,81,3,10,90
235,176,29,23,7,0,41
135,235,26,45,15,9,15
234,13,25,66,20,2,7
177,241,37,56,5,17,50
195,79,43,37,12,7,17
221,3,8,98,1,6,23
236,3,5,66,12,13,58
41,228,3,1,13,2,90
138,161,14,65,16,1,5
172,113,30,18,16,3,87
221,117,26,62,5,10,30
20,243,22,8,5,18,77
246,225,16,47,18,6,49
38,236,6,90,17,18,7
114,106,2,37,10,15,35
107,166,22,51,13,11,91
173,159,38,25,14,5,94
172,51,4,37,2,3,29
243,118,2,60,7,0,8
115,51,29,71,20,13,45
175,127,11,23,9,8,77
35,151,48,50,9,4,89
62,185,4,74,11,14,88
70,13,27,99,13,3,9
169,137,13,15,11,4,69
232,247,6,99,18,16,90
205,90,11,36,6,19,93
183,20,38,45,14,3,21
196,175,13,37,10,16,75
179,203,38,94,4,5,31
101,43,21,10,14,4,78
160,178,7,98,2,7,25
65,72,27,2,8,16,65
144,19,10,88,13,13,96
228,74,49,34,19,19,84
207,194,26,6,16,3,9
23,8,40,17,17,3,26
54,71,24,39,10,6,6
209,110,9,67,8,6,84
104,67,27,71,19,3,51
25,214,9,75,5,7,81
220,111,17,84,19,6,96
42,93,19,20,3,12,19
197,222,41,83,18,3,87
91,241,39,24,8,12,88
211,161,42,35,15,16,65
144,228,47,70,10,12,51
127,32,5,39,6,5,45
63,64,45,50,20,18,93
242,70,9,48,19,3,94
203,75,6,97,11,17,70
100,95,16,73,18,11,68
176,96,40,95,15,8,90
146,190,13,22,8,17,87
228,184,5,69,14,9,31
182,150,41,32,8,18,33
18,36,36,11,19,1,99
165,243,16,62,4,2,86
117,192,10,78,12,19,67
154,124,7,37,7,12,21
4,44,41,18,6,10,10
195,200,6,28,2,16,61
226,68,5,25,10,17,35
165,87,33,8,1,14,23
158,58,9,3,18,5,59
17,240,6,63,12,4,9
120,18,21,68,20,16,75
91,122,34,90,6,1,59
232,169,8,58,18,18,40
217,6,29,80,20,11,42
206,137,39,0,10,4,18
100,198,11,17,17,2,23
243,66,43,23,20,15,36
16,78,16,85,15,17,2
10,196,6,84,20,19,38
8,182,35,46,19,5,81
116,29,15,85,10,9,99
10,145,25,85,5,2,68
26,210,28,2,7,19,20
27,203,28,69,18,13,61
47,6,46,24,5,16,21
213,109,1,52,7,7,19
239,171,47,96,6,8,43
128,236,2,62,5,9,65
185,130,35,5,10,12,60
140,249,39,73,20,17,78
216,97,47,20,18,9,96
197,131,31,97,14,5,87
130,112,25,81,2,13,67
58,175,48,86,3,10,33
80,176,23,74,7,18,77
225,151,14,28,8,11,63
54,133,42,80,17,20,93
114,179,45,17,12,1,46
97,66,37,26,10,4,75
4,201,6,75,6,10,5
114,47,29,54,4,17,70
95,150,30,31,5,19,90
116,66,33,89,2,19,6
98,98,20,62,5,20,79
35,76,22,31,10,12,14
79,223,20,80,3,17,68
15,177,46,27,20,13,12
1,200,24,26,4,9,69
31,173,6,29,18,19,56
99,214,20,27,5,13,59
195,144,23,64,13,16,56
89,108,32,65,5,8,38
36,35,3,87,5,6,39
96,141,44,21,9,8,28
90,109,50,14,8,1,51
45,124,32,63,12,6,28
182,119,39,7,7,7,98
54,112,13,30,17,16,11
109,140,14,83,13,13,37
229,72,3,67,6,14,60
65,189,36,66,15,9,13
26,234,29,64,2,1,14
189,152,27,28,7,11,92
187,59,7,26,16,16,82
189,10,13,71,17,2,54
45,168,31,29,18,5,36
99,129,34,79,9,19,61
17,179,39,80,9,6,89
104,92,49,96,16,14,25
8,63,29,8,14,19,50
25,233,9,55,2,19,7
89,103,35,3,13,9,93
153,97,24,24,8,13,40
123,233,45,19,2,14,31
48,67,48,5,11,20,68
135,69,32,84,4,17,79
180,250,2,41,12,12,6
204,131,25,47,3,16,13
163,89,40,96,8,6,94
82,156,9,35,3,12,85
243,44,50,93,18,1,50
17,187,46,90,10,11,72
137,17,30,87,13,5,28
150,139,1,35,9,14,65
204,18,33,70,1,11,38
77,162,17,74,10,7,88
220,56,3,16,7,4,23
44,39,48,74,10,18,44
219,9,29,15,5,9,47
4,51,39,51,10,11,6
177,98,25,94,12,5,45
118,137,4,1,9,18,68
226,200,35,52,10,2,43
201,88,30,43,19,2,40
42,26,46,58,9,15,21
228,28,14,17,11,9,2
177,83,35,85,5,3,84
182,99,23,15,9,14,99
199,66,12,64,9,2,10
136,83,24,11,17,7,54
172,201,19,30,19,15,31
228,13,46,40,14,4,64
94,205,21,20,13,2,84
235,97,35,19,6,8,13
19,169,4,17,19,7,24
16,46,38,17,18,10,13
39,183,4,65,19,1,74
234,68,11,77,19,0,36
85,103,40,33,11,19,18
72,65,43,90,19,8,69
246,61,7,89,10,9,24
147,136,14,56,12,10,8
46,112,1,54,3,4,62
125,21,30,2,20,20,0
204,155,50,61,16,12,32
228,96,7,83,15,18,94
147,223,24,72,10,19,21
47,59,48,91,9,11,50
233,1,7,71,10,17,27
173,75,34,75,5,12,43
239,205,6,32,6,8,31
147,8,37,93,9,1,8
51,185,10,91,17,19,5
215,2,44,48,4,10,18
123,247,11,36,11,5,81
226,157,14,85,15,16,35
156,61,49,51,13,14,52
83,64,7,12,6,2,17
91,2,1,13,16,20,24
24,8,11,98,2,0,68
101,87,44,85,14,1,34
111,181,9,79,3,1,56
85,231,9,89,14,12,99
90,56,42,64,13,11,4
158,91,41,65,14,12,44
161,128,18,19,16,16,75
5,24,7,85,18,11,21
105,198,20,44,1,2,21
237,234,39,17,19,18,15
195,63,18,42,9,2,25
247,143,23,88,16,7,38
213,44,49,87,19,4,94
241,91,42,49,3,14,69
223,24,44,87,12,19,98
43,48,1,84,3,11,26
201,7,29,56,2,8,3
150,231,15,92,16,1,96
18,46,21,87,9,18,27
190,219,45,61,18,17,43
176,85,7,82,8,8,22
46,62,31,14,2,15,59
98,8,5,2,8,13,84
241,197,29,49,9,8,64
86,129,18,2,10,1,10
0,153,2,9,18,7,48
211,49,46,51,17,7,54
170,57,41,74,2,12,34
202,205,36,10,16,12,12
203,98,20,71,15,11,43
117,7,21,12,19,0,52
52,97,30,39,17,20,83
73,104,10,80,3,4,75
1,58,9,92,1,16,59
222,79,42,45,3,14,19
133,66,17,83,14,1,71
165,166,19,65,12,14,32
215,138,10,43,19,11,55
22,4,29,78,3,6,32
122,137,44,40,12,19,3
153,53,42,59,15,13,17
42,49,34,77,16,4,38
134,16,43,75,13,18,24
190,78,19,25,12,4,44
43,242,8,36,10,16,75
27,175,10,23,7,18,19
141,23,19,33,8,0,31
39,157,27,63,15,16,51
146,190,19,27,12,1,75
101,241,12,69,5,18,17
175,49,36,1,13,15,4
156,113,21,35,8,5,4
34,139,44,18,3,1,80
92,185,10,12,3,3,30
35,192,46,45,16,10,51
26,201,0,50,20,15,59
18,79,49,48,20,1,95
133,230,34,11,3,4,16
207,15,25,10,5,15,2
241,93,50,41,7,11,1
134,240,23,49,2,18,71
35,42,7,73,18,12,67
40,219,20,76,16,5,38
195,248,9,38,7,4,48
83,27,24,91,17,16,98
56,239,27,49,5,13,69
65,114,37,19,6,14,23
219,163,25,33,6,4,70
96,31,41,78,16,7,57
198,244,12,29,10,18,48
130,98,9,29,7,7,90
83,71,7,56,8,0,92
229,222,50,86,16,2,31
233,236,1,87,19,18,20
115,182,15,6,13,7,47
139,74,39,56,3,14,14
102,12,31,91,1,15,11
20,138,3,42,10,18,60
227,147,31,68,7,13,96
213,4,47,5,17,15,0
16,127,40,11,2,16,57
145,146,43,63,19,0,10
44,246,9,80,5,6,10
17,111,37,41,5,12,20
72,59,17,95,12,10,20
146,141,7,38,15,6,44
85,26,27,63,14,1,35
218,65,7,54,18,4,66
81,162,36,87,5,10,18
140,17,40,70,12,1,58
113,164,11,75,6,9,83
220,46,3,26,11,10,11
210,174,37,6,11,4,56
111,127,42,69,13,8,6
6,100,44,82,11,12,89
68,217,43,34,4,7,64
1,228,35,15,13,3,51
137,213,45,44,14,12,84
125,47,6,90,3,17,86
68,121,22,98,4,16,25
235,242,6,59,19,15,98
95,3,34,52,18,20,94
148,216,33,55,5,16,90
101,194,29,59,18,7,17
73,245,46,47,6,11,5
179,227,11,20,4,6,30
69,244,12,46,5,18,51
161,114,9,7,19,7,94
244,146,14,85,16,13,86
33,3,24,89,15,18,85
206,227,43,21,18,6,69
170,117,26,54,6,6,37
210,24,26,93,4,12,99
45,137,5,14,10,18,30
229,185,5,48,8,3,94
169,199,41,71,5,4,79
11,189,2,26,9,14,29
150,84,6,22,16,6,53
141,111,30,85,15,9,64
222,29,27,40,3,11,20
59,242,45,52,11,7,90
187,210,31,43,11,17,60
59,226,49,97,2,8,23
164,156,14,28,8,9,68
190,82,34,80,17,2,86
74,141,5,51,13,14,26
124,224,14,34,2,5,46
199,117,31,1,3,1,77
148,230,1,87,16,7,35
34,49,35,20,3,18,48
220,248,29,58,9,0,85
149,136,24,5,19,16,52
186,153,8,54,6,2,73
115,207,47,30,17,16,2
46,226,46,11,19,15,89
150,177,7,47,6,8,28
90,88,28,24,2,8,59
81,188,48,66,4,16,88
83,114,48,95,18,12,97
248,213,15,67,12,4,41
20,170,1,68,13,7,47
96,42,10,69,11,8,53
166,153,9,55,15,10,45
33,60,32,41,16,18,75
141,77,41,31,6,12,8
77,114,20,5,8,16,91
236,85,4,78,18,11,89
5,52,49,32,4,11,17
193,136,27,23,10,18,52
216,226,37,27,16,18,31
245,32,35,36,7,10,75
134,134,37,57,20,13,94
237,84,27,9,11,9,94
156,130,37,43,3,12,54
17,39,37,38,16,12,76
154,181,21,32,9,18,54
93,119,45,15,7,12,19
7,72,32,65,2,6,49
112,33,7,11,13,17,42
233,15,28,69,2,13,31
51,2,30,81,14,3,70
100,168,34,45,11,5,49
238,96,13,20,15,7,88
249,7,16,76,3,4,59
30,218,19,50,2,17,76
248,75,39,49,2,9,45
79,88,18,70,14,13,30
49,157,10,5,15,1,48
217,203,18,70,19,15,44
131,11,9,23,11,15,74
118,131,48,31,4,7,82
32,22,10,34,14,19,74
5,96,49,56,20,11,61
179,79,29,76,3,20,6
174,248,10,95,8,18,4
17,203,15,35,10,8,77
108,108,32,2,4,2,52
59,27,34,99,2,13,12
1,135,12,86,16,1,70
1,69,24,7,1,14,81
228,99,41,71,7,10,20
208,14,46,3,5,1,85
155,243,28,99,15,8,99
112,233,0,77,17,6,79
116,102,8,34,6,2,29
133,39,26,34,10,12,47
88,209,42,73,17,16,3
124,60,30,55,7,14,18
57,175,3,41,9,9,39
2,22,2,90,2,7,77
131,238,1,0,9,13,9
32,203,34,93,14,6,17
225,96,18,58,5,12,2
206,187,18,52,8,0,98
249,213,22,93,9,14,50
14,4,2,84,4,7,21
200,239,49,41,13,3,28
80,123,8,66,5,2,0
191,130,18,54,2,11,8
98,153,29,23,5,11,6
228,77,24,25,16,20,13
185,145,37,54,3,19,71
23,74,32,37,3,2,75
244,207,42,35,15,16,48
42,19,50,80,10,13,54
170,137,15,78,1,13,6
121,153,31,29,20,7,85
110,2,18,14,9,6,58
116,32,0,46,8,6,5
203,111,6,82,2,1,66
176,187,15,92,19,19,24
185,28,6,38,11,11,77
19,33,46,45,11,13,97
212,2,21,96,3,2,46
72,238,43,60,4,19,84
104,61,17,13,5,4,36
249,206,15,72,7,0,77
242,15,41,48,18,3,74
27,174,9,22,14,11,69
141,217,27,62,19,7,74
79,30,46,43,14,6,76
190,137,45,5,14,4,87
186,160,23,74,12,6,72
60,12,39,99,8,4,29
242,48,32,37,4,11,15
141,202,3,95,2,16,61
147,194,2,5,11,17,61
3,162,23,22,11,10,83
248,166,38,20,4,19,8
189,135,15,57,7,19,95
78,50,46,41,13,17,3
84,82,38,38,5,9,30
204,199,10,99,17,17,71
144,50,26,13,13,18,30
123,193,37,58,9,11,64
185,69,19,52,11,13,65
87,70,25,100,7,6,76
40,16,10,93,19,4,76
86,177,13,55,19,13,99
151,214,21,0,3,19,40
98,27,29,47,8,8,8
122,139,8,76,8,9,44
198,29,23,43,13,11,38
24,109,2,69,12,7,42
233,45,42,16,11,16,33
229,117,11,72,13,11,63
17,115,9,29,19,7,19
39,191,12,42,4,8,25
223,55,10,82,5,1,31
11,107,24,80,14,14,50
25,36,5,9,8,18,26
206,78,25,84,13,10,82
91,210,16,33,7,3,76
168,77,32,97,18,6,76
100,30,43,15,2,7,12
205,12,44,24,20,12,17
53,137,0,96,12,8,14
174,34,22,99,12,9,70
244,24,1,95,2,11,16
29,118,7,6,10,10,51
4,14,4,11,11,7,80
191,98,25,85,15,1,74
57,26,29,38,6,16,23
246,41,25,84,10,7,88
199,52,39,83,16,5,18
202,60,26,24,10,0,59
154,122,22,83,15,10,49
168,180,43,46,20,11,65
176,225,42,24,14,2,95
176,172,23,15,8,17,83
119,169,11,26,12,3,31
243,110,39,12,20,16,75
10,169,28,54,12,6,83
137,110,1,37,7,12,61
102,149,33,83,17,14,5
54,91,7,1,1,15,97
2,162,20,93,7,8,37
192,157,0,79,5,1,37
78,106,5,68,12,16,17
45,214,47,62,1,13,4
57,1,17,89,6,8,88
40,99,30,12,5,15,60
123,222,22,55,1,20,99
236,148,44,56,16,19,93
143,212,9,27,8,5,35
10,168,48,78,10,9,5
176,244,44,29,18,9,97
68,172,19,5,19,6,34
233,222,38,20,11,20,68
113,177,4,18,20,6,91
178,148,48,50,11,5,72
119,100,20,95,7,17,43
101,205,11,39,12,4,10
163,165,24,55,18,12,46
114,194,5,72,12,15,16
37,73,41,33,13,3,20
245,233,36,25,17,7,83
11,99,7,35,14,13,36
3,143,22,97,13,1,84
166,238,34,33,19,8,72
223,19,3,56,12,6,54
171,221,16,91,16,5,89
237,41,43,11,16,5,0
184,34,29,82,16,3,95
198,34,48,28,15,6,29
148,229,0,47,18,5,80
190,31,17,46,19,14,27
45,82,23,60,19,18,83
22,51,10,70,7,14,41
61,89,11,39,3,18,87
123,232,10,54,14,11,18
225,220,30,90,19,10,55
24,156,27,18,19,13,65
72,91,41,16,19,13,25
119,72,23,5,11,1,74
224,144,13,75,18,6,74
225,145,18,94,14,16,8
141,228,47,26,17,13,64
56,247,32,45,17,9,85
223,15,6,20,10,12,61
51,39,4,21,18,14,56
112,218,10,55,1,7,52
93,219,24,18,19,19,79
1,65,12,90,7,9,61
68,232,4,58,12,15,76
10,30,3,71,7,18,11
143,5,41,36,10,8,39
15,223,22,46,17,5,13
20,244,45,56,13,12,27
21,63,40,40,15,15,11
90,29,30,24,6,9,60
160,14,21,47,5,8,28
178,136,20,84,9,9,50
248,62,39,66,4,1,41
208,222,28,55,10,17,24
221,241,35,85,14,7,99
169,195,29,1,2,6,34
52,57,19,75,13,16,69
4,61,31,19,13,14,65
11,68,26,93,10,20,62
205,206,19,28,11,0,63
47,10,3,77,17,9,92
247,75,37,66,8,18,95
7,39,23,84,16,11,67
193,160,5,32,8,2,30
246,187,12,84,16,14,38
190,107,6,96,8,1,52
242,179,37,79,9,12,80
89,210,10,42,15,2,51
46,109,50,84,17,8,58
117,48,34,11,17,3,8
54,163,33,37,9,9,95
97,9,15,92,15,1,2
236,126,15,78,18,3,23
97,208,20,41,19,12,98
201,81,16,89,18,9,54
218,207,3,42,9,15,49
215,51,5,24,15,12,94
36,105,39,14,19,13,33
83,213,40,28,13,3,92
221,245,46,67,3,5,82
178,129,25,53,14,15,23
193,182,19,89,6,18,12
21,186,33,73,19,10,12
216,237,16,22,8,17,59
233,74,8,13,4,11,83
159,160,27,10,11,18,56
230,182,27,50,4,9,63
31,244,45,62,4,11,78
147,233,47,79,4,17,9
135,101,37,4,5,14,10
53,172,16,76,9,5,37
169,208,38,7,12,1,63
127,198,15,84,16,10,73
209,57,19,86,18,12,29
13,138,32,22,8,2,99
229,23,39,58,18,8,33
144,243,20,95,6,18,22
13,168,17,62,16,13,27
141,4,50,50,19,0,47
240,147,44,70,1,5,67
175,213,45,12,12,17,49
25,238,41,6,20,18,13
218,207,4,24,4,7,27
119,222,12,51,5,1,62
123,113,27,56,16,1,25
15,193,13,70,1,16,30
136,85,45,1,9,14,77
88,52,12,16,11,18,69
161,233,3,22,16,4,75
86,106,21,81,10,1,6
105,228,40,43,4,16,76
179,141,20,81,9,8,8
103,77,37,93,5,9,12
6,36,41,78,19,7,33
187,124,37,71,3,8,60
141,162,14,99,3,13,39
75,55,37,31,17,18,69
50,78,1,5,10,16,98
200,78,13,81,17,18,29
108,19,13,54,4,17,89
200,224,15,85,12,20,43
171,40,6,14,17,12,50
126,28,41,32,12,3,37
159,114,31,28,14,5,21
59,12,36,46,2,2,91
185,220,31,75,12,15,44
102,6,29,15,9,6,8
166,207,1,4,7,19,69
203,59,15,45,9,10,67
79,49,38,55,17,5,16
110,7,3,67,10,5,75
114,33,19,57,10,14,76
14,214,0,17,12,18,47
169,123,33,16,8,5,86
71,157,38,93,18,9,34
51,172,20,91,18,6,80
220,53,16,34,20,18,63
206,117,50,29,15,5,60
81,55,32,13,3,18,95
155,226,33,81,18,1,66
196,78,38,3,11,20,79
30,217,47,76,7,14,82
71,76,10,98,11,1,77
239,69,31,86,17,11,25
46,36,20,38,11,4,73
152,147,50,98,16,11,61
241,191,27,47,6,4,46
16,226,31,21,7,11,92
141,48,2,42,19,7,89
114,229,27,44,5,0,75
95,58,14,68,14,11,34
153,112,42,26,14,10,20
204,200,11,94,15,16,94
130,64,48,25,3,2,17
165,38,28,19,18,13,39
186,33,22,35,19,14,49
38,21,10,28,13,8,33
236,12,39,26,4,5,66
229,13,21,71,3,7,9
158,1,48,84,10,16,13
45,166,6,82,13,0,67
28,151,14,3,12,13,2
31,83,6,16,15,3,43
77,241,13,2,9,13,99
212,22,37,10,17,9,70
94,176,31,30,13,5,32
144,230,10,98,19,7,15
122,192,5,53,6,3,2
116,36,39,19,11,7,60
39,88,41,87,11,10,38
111,39,33,55,2,12,47
39,105,6,12,10,15,57
249,119,10,99,13,12,74
0,54,24,20,15,2,32
131,121,10,28,14,2,61
43,33,5,61,7,5,12
72,11,14,81,19,4,57
194,9,14,90,13,0,71
163,227,40,44,19,8,64
82,238,48,85,3,18,55
173,119,28,32,12,19,30
124,59,11,29,11,5,37
8,89,29,31,14,20,87
21,175,12,82,14,18,69
199,102,23,1,6,15,45
170,75,30,12,5,15,52
35,159,26,75,19,13,74
162,213,22,6,11,9,75
98,48,22,5,20,16,68
179,41,35,56,17,13,44
5,226,42,21,2,17,41
213,138,17,42,20,2,15
69,85,43,11,13,0,14
180,206,22,1,2,9,94
112,62,32,2,18,8,89
29,199,20,36,4,3,29
238,240,41,98,16,4,13
160,42,18,18,4,15,74
205,89,8,94,1,18,76
65,218,19,87,12,17,66
64,123,9,4,5,7,61
77,111,24,6,18,11,35
96,8,33,48,8,8,82
88,243,3,84,18,19,26
36,78,0,20,9,13,9
88,231,25,14,4,7,67
209,187,48,58,13,12,65
137,16,29,61,14,6,47
240,118,42,2,5,2,35
190,209,21,96,7,14,35
217,88,46,64,16,12,3
206,184,14,7,3,15,69
192,70,15,36,15,20,68
21,105,28,32,7,16,19
158,197,41,99,11,7,9
128,0,31,40,14,3,0
150,142,34,95,12,15,91
38,152,9,96,9,14,8
11,121,19,35,16,6,61
183,28,6,29,6,15,83
229,77,37,93,19,17,56
67,224,40,69,7,10,45
215,155,48,61,3,2,69
182,28,11,89,4,5,87
133,95,19,83,3,6,94
84,136,29,78,17,11,60
219,153,18,32,16,4,3
208,103,40,19,15,5,42
207,232,29,97,7,2,99
37,57,35,93,17,13,3
226,103,34,84,2,15,6
137,227,3,48,3,8,89
186,234,2,24,15,18,79
108,178,37,39,11,4,73
137,8,12,70,19,2,85
163,206,37,79,18,17,82
243,102,9,47,19,4,93
229,229,22,56,7,12,49
132,156,24,43,10,2,84
45,186,19,16,16,18,28
237,133,27,38,15,8,56
97,145,42,13,20,12,4
145,241,39,69,17,1,65
128,235,20,40,8,9,81
116,85,28,49,1,8,2
119,237,7,21,13,4,96
132,199,34,17,17,14,58
73,36,4,100,15,9,11
218,127,17,40,18,12,24
148,158,14,30,8,13,96
115,183,45,99,6,7,67
184,166,3,2,6,2,88
222,113,29,23,4,4,59
29,45,26,83,4,5,52
109,92,37,60,6,8,3
15,40,25,25,13,14,88
85,60,9,46,20,3,27
198,81,50,12,7,9,89
238,109,36,41,9,10,42
241,98,10,5,12,1,75
67,2,23,3,15,18,7
115,229,41,61,17,2,2
147,178,48,64,10,1,60
18,164,35,50,19,19,84
201,62,24,63,7,9,98
160,70,14,77,9,13,2
94,229,25,52,5,3,27
236,100,15,64,7,2,80
190,35,31,7,3,5,76
36,117,6,22,15,16,50
48,250,37,86,3,2,17
92,176,8,78,8,19,61
125,224,1,63,19,11,86
174,229,10,83,19,3,33
123,111,45,81,4,8,28
186,179,27,44,5,10,45
245,124,18,52,11,11,32
163,123,0,80,15,7,86
208,145,5,95,7,15,92
200,85,23,67,9,20,18
176,8,6,49,3,11,26
71,78,48,70,4,1,58
16,186,25,48,15,10,15
43,116,2,62,10,8,18
181,10,12,87,13,11,3
199,193,41,48,15,14,100
210,20,27,45,14,6,63
98,4,7,81,10,10,75
30,50,5,34,18,0,6
196,68,23,52,8,7,41
195,112,5,98,18,6,37
90,62,26,87,13,1,89
235,99,23,23,3,17,87
106,205,5,70,6,1,42
56,178,15,53,16,2,10
137,3,48,70,9,15,66
167,70,24,3,17,8,50
187,211,9,96,11,14,22
20,209,41,8,16,3,97
207,92,30,61,7,3,71
198,162,49,92,10,14,71
14,66,8,72,15,6,84
103,165,7,77,17,3,20
5,232,24,67,18,9,49
47,155,23,58,13,17,57
37,179,37,22,14,8,87
230,152,13,14,20,16,45
187,104,25,75,16,20,78
76,11,9,0,3,4,96
221,68,14,83,19,17,95
250,222,36,14,19,0,93
83,236,3,97,1,6,19
12,156,39,69,17,10,7
114,4,24,73,4,18,56
91,211,25,17,6,18,16
232,216,49,98,10,6,82
214,201,12,60,16,6,25
82,7,22,85,20,7,86
226,97,47,11,8,9,94
167,41,14,55,17,19,32
204,18,8,24,4,19,43
185,223,2,32,17,19,48
69,134,48,21,6,3,86
3,39,30,22,4,14,90
155,107,13,63,15,14,55
18,213,46,42,8,6,35
188,237,3,57,7,1,95
132,246,12,49,19,16,99
74,16,12,86,1,19,40
208,80,49,66,13,0,50
25,72,6,54,6,14,84
10,193,39,75,14,17,26
107,105,18,1,5,17,8
77,245,29,37,6,2,57
7,48,14,6,18,12,78
75,143,47,19,3,1,10
60,190,19,43,17,9,71
151,65,25,41,19,14,78
87,241,30,74,5,16,64
108,114,32,59,1,9,99
