initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,grass_regrowth
236,26,18,14,16,1,43
156,202,1,80,18,4,68
42,188,24,17,10,3,14
242,102,16,45,14,7,52
119,186,46,45,3,18,36
110,112,41,19,17,13,80
1,116,3,78,5,0,78
209,135,14,99,2,20,35
174,17,1,79,7,13,60
137,25,27,25,16,8,88
98,25,6,75,11,3,48
1,73,33,20,19,5,72
50,149,9,57,7,13,81
194,217,31,21,5,16,53
207,222,34,68,5,2,57
248,56,48,74,8,10,15
176,213,28,37,14,16,43
7,16,31,49,4,1,31
5,171,6,82,8,7,86
238,239,33,99,8,7,43
249,147,32,22,5,2,50
191,92,49,55,19,13,9
112,65,14,51,18,17,62
38,236,20,16,14,20,72
15,61,29,59,18,12,7
106,124,41,7,6,3,50
26,201,3,57,19,12,38
118,61,30,47,18,20,22
118,12,34,14,5,12,51
223,176,19,41,7,10,82
182,109,4,19,2,18,18
36,95,12,9,17,4,4
33,37,5,43,4,15,96
200,228,23,92,13,17,19
33,225,25,3,14,16,60
179,154,46,51,7,19,13
158,247,24,47,5,2,35
6,188,22,11,2,13,16
89,54,22,88,11,16,65
67,146,21,11,20,7,47
108,242,22,22,2,16,74
13,200,9,14,7,7,0
161,86,23,51,20,11,4
120,185,32,94,11,4,35
56,92,19,95,2,8,22
18,166,38,16,15,19,62
31,22,19,45,6,14,37
29,71,33,54,3,8,18
249,121,25,13,7,2,73
235,43,25,97,18,6,83
246,162,31,21,11,19,25
230,186,39,47,12,9,60
188,195,17,86,3,15,22
99,162,19,4,9,13,98
131,208,6,7,10,11,57
80,207,36,8,11,18,38
213,209,29,7,5,4,53
161,122,9,73,19,14,49
188,30,11,31,8,6,1
132,150,48,14,5,13,4
110,199,10,43,14,19,20
201,88,42,81,4,12,90
235,9,50,90,18,19,82
18,247,33,73,10,12,44
172,134,17,31,5,10,94
243,57,36,52,6,1,86
62,165,33,61,18,6,83
94,167,10,13,20,16,3
104,246,4,89,14,17,74
95,20,4,13,3,20,15
248,90,47,0,20,15,5
19,156,37,73,13,6,84
240,94,36,64,19,13,69
22,237,37,42,3,5,56
71,126,41,84,4,15,7
162,92,35,44,17,10,43
1,75,23,45,17,15,68
72,16,19,98,4,20,34
156,183,30,40,18,11,67
154,135,36,91,10,4,10
186,72,28,48,12,3,77
29,105,13,47,3,8,26
168,89,49,95,5,3,38
68,130,3,97,6,8,18
224,233,19,64,1,4,34
199,218,49,38,17,2,83
168,128,29,51,6,18,47
7,106,12,61,18,15,70
227,29,26,71,14,13,65
57,239,22,81,10,4,92
36,29,22,52,5,17,18
165,189,14,49,20,6,15
52,10,48,95,19,6,8
68,189,9,65,3,10,39
138,160,21,58,4,16,43
85,87,27,78,2,16,2
202,178,24,19,17,3,52
56,244,42,12,20,17,52
24,193,46,33,15,18,24
195,83,30,75,12,10,65
64,88,0,25,12,11,78
136,81,13,75,9,16,40
26,170,41,83,17,15,14
173,86,32,34,12,16,6
18,235,23,88,10,14,83
80,157,40,10,1,1,51
7,85,36,48,16,18,100
159,219,18,69,5,15,8
98,100,26,70,17,14,56
60,159,17,100,13,12,76
115,48,13,1,19,11,35
29,61,2,18,16,0,32
201,194,35,37,13,17,52
236,32,24,62,7,9,79
117,37,23,23,4,5,91
243,21,23,45,3,17,61
118,25,11,36,19,18,86
205,94,9,46,17,4,45
213,95,11,72,2,20,39
113,234,33,60,5,13,50
163,7,31,71,5,11,96
64,187,50,73,11,1,10
238,79,40,4,12,13,28
83,162,19,5,19,2,54
31,71,20,80,9,11,20
249,74,25,64,11,13,48
192,61,29,92,14,4,49
211,111,38,11,8,9,99
215,198,6,83,13,2,11
119,116,47,54,19,18,32
20,231,11,31,19,7,41
220,178,28,28,11,19,83
193,124,31,4,6,7,23
94,51,18,42,10,6,79
214,76,24,23,7,18,95
54,103,1,3,18,19,73
50,138,49,59,4,16,93
175,242,17,23,8,13,93
35,237,2,8,17,2,14
72,179,44,54,13,17,83
29,101,32,72,16,10,66
106,33,11,99,4,1,48
221,184,6,94,2,19,68
144,144,14,35,14,12,77
37,8,25,53,6,9,35
242,208,48,91,20,12,66
36,214,35,53,17,5,26
168,217,32,46,19,11,42
18,74,32,77,18,18,80
179,40,19,2,5,0,2
109,102,19,46,3,19,24
0,5,13,4,13,13,12
140,240,43,65,19,7,56
221,240,30,74,13,11,13
224,22,20,77,9,4,93
34,203,4,52,10,4,59
247,38,32,83,17,14,33
207,180,36,25,17,13,35
174,151,0,39,1,13,14
80,58,24,48,2,16,37
148,165,18,58,7,2,24
166,102,4,49,14,3,84
78,136,6,11,11,14,54
105,30,9,17,14,14,59
51,209,4,41,3,9,47
95,134,26,47,13,1,76
19,14,42,76,6,15,52
141,181,42,17,2,13,58
238,50,31,84,13,6,37
147,139,37,78,17,16,93
172,19,31,7,10,2,36
67,152,16,80,1,14,29
176,23,4,43,10,16,97
154,7,21,23,3,4,6
20,97,48,28,10,8,25
211,218,38,73,17,13,1
8,165,49,20,13,4,60
51,174,6,35,8,0,32
10,144,38,67,6,18,88
119,217,4,83,12,8,87
124,122,34,61,10,2,10
250,15,27,72,10,18,91
229,13,17,41,10,12,34
33,224,23,25,16,11,98
25,18,12,2,5,15,32
157,152,39,9,9,1,26
94,227,4,99,12,19,86
74,88,1,10,7,2,52
180,152,16,96,10,5,25
37,94,38,76,13,17,24
27,194,37,19,16,3,69
170,180,39,84,8,10,54
98,33,11,50,14,15,4
235,131,46,82,5,9,57
222,27,49,20,10,16,24
227,8,18,75,20,8,30
212,217,15,97,4,17,74
122,132,36,66,15,11,71
85,35,31,79,6,1,18
23,243,27,44,13,6,59
216,117,47,73,11,8,8
246,139,11,50,20,12,53
178,65,38,32,17,13,68
197,223,44,67,7,10,5
151,140,15,85,16,8,89
62,111,4,86,12,9,71
66,197,27,97,12,1,5
79,30,16,1,10,6,58
81,181,6,37,20,1,8
240,17,8,81,15,8,37
196,62,49,87,9,6,12
195,182,10,88,5,18,65
91,59,23,96,10,14,21
194,172,40,41,7,17,49
36,149,26,71,11,9,50
103,187,16,71,5,14,74
199,150,21,62,6,0,25
88,220,4,59,14,9,11
134,13,50,17,19,9,46
148,33,4,7,5,2,98
182,112,30,100,16,7,43
94,18,25,12,8,3,35
139,56,30,94,3,12,23
189,29,1,63,8,11,51
244,27,25,77,9,16,67
202,188,9,22,15,13,50
220,10,7,96,3,4,19
142,86,42,41,10,4,24
27,237,4,31,3,6,100
85,138,46,14,9,2,98
40,91,41,72,3,20,7
248,129,25,86,16,2,31
161,145,34,49,9,15,3
215,64,23,47,15,11,80
72,175,33,4,12,17,17
29,169,37,2,6,17,40
31,247,4,35,19,10,40
247,49,23,50,6,4,34
201,142,2,67,18,1,94
45,192,25,4,11,15,15
186,222,35,0,6,17,24
159,210,9,10,3,3,52
48,138,33,99,17,14,75
237,24,17,47,19,14,65
62,28,25,31,4,7,83
222,77,15,50,11,11,80
208,69,7,35,2,10,88
209,194,19,24,13,11,57
78,44,25,65,3,3,33
151,186,37,80,7,14,28
127,144,38,87,1,17,87
213,183,29,99,18,6,83
29,67,15,40,8,4,40
49,154,8,83,11,2,18
167,106,1,35,1,17,3
143,77,31,74,15,7,56
23,79,33,93,7,14,82
187,11,14,75,13,8,19
17,25,5,82,18,2,75
16,113,2,99,6,7,74
79,151,46,58,14,1,65
48,148,9,30,10,0,4
93,167,24,68,10,1,35
123,15,10,18,12,15,58
111,11,13,38,20,3,18
86,6,13,4,18,1,57
104,21,17,46,15,8,88
124,90,43,58,4,9,82
229,166,4,39,17,14,99
37,33,40,14,14,16,21
102,203,23,69,5,3,55
25,111,11,66,9,2,66
19,248,16,49,2,1,78
203,38,49,34,9,15,83
82,38,40,84,3,12,84
142,240,4,50,8,12,98
234,70,18,70,9,1,27
114,16,13,1,1,3,89
158,10,19,71,9,2,78
140,8,12,3,2,2,61
203,140,13,51,8,16,84
79,179,8,48,16,13,7
106,119,2,99,14,9,67
216,67,2,90,1,19,31
208,207,13,73,2,3,19
170,27,23,62,4,12,10
88,70,12,7,19,2,20
158,30,43,23,7,7,25
156,225,13,70,9,17,32
82,29,2,95,1,13,7
90,9,37,18,7,9,25
149,63,30,10,7,18,12
110,114,10,37,17,5,35
55,203,18,73,2,1,59
4,76,13,79,5,10,74
191,245,49,14,5,12,42
160,183,30,100,11,5,26
203,224,41,8,14,1,64
176,59,22,44,2,3,65
204,213,31,39,19,18,62
115,53,8,92,4,18,14
43,86,28,47,9,15,38
181,180,45,15,4,2,59
138,210,6,11,19,2,42
16,69,12,68,8,1,63
178,145,2,67,6,19,83
96,213,15,74,8,5,22
203,104,10,8,16,11,36
65,210,5,34,5,6,53
238,4,21,58,12,12,15
103,10,34,70,10,4,68
144,178,17,56,6,16,27
150,198,34,99,14,4,42
163,161,20,8,10,1,38
65,3,14,43,13,14,58
220,41,4,55,7,8,15
191,148,12,27,8,7,33
65,72,24,75,15,13,10
70,208,28,11,14,8,72
131,205,16,80,4,10,20
182,165,44,5,12,7,54
200,215,27,63,3,11,94
170,135,12,32,7,4,27
38,238,42,27,14,3,25
13,195,28,42,16,9,17
56,81,35,80,5,10,62
3,60,42,60,11,12,38
235,245,18,77,19,2,9
183,11,29,99,18,3,57
213,110,50,14,10,2,83
171,213,21,40,7,6,28
37,99,17,2,17,10,76
22,128,18,31,5,15,51
33,238,11,86,13,11,11
20,189,47,58,14,4,21
148,30,23,72,19,2,84
188,11,30,65,18,14,64
10,232,24,85,13,0,54
89,187,46,7,9,6,74
163,154,40,3,8,2,12
122,183,32,53,2,11,92
237,94,35,82,15,9,72
163,191,41,80,20,18,90
28,139,48,8,13,11,65
160,105,10,58,7,17,67
125,87,45,89,17,20,68
239,169,16,81,7,17,74
154,224,16,48,5,1,95
74,217,20,63,11,6,15
159,233,41,84,11,20,62
25,71,38,29,13,16,64
176,208,26,42,13,11,96
158,62,36,57,6,9,16
118,1,12,31,18,1,91
166,136,19,89,13,10,56
130,186,0,86,11,12,76
131,191,43,21,11,8,70
247,99,39,70,15,9,94
117,43,28,32,15,17,84
125,242,2,60,14,5,85
54,10,11,45,7,13,41
159,185,34,80,8,6,31
201,189,8,2,9,6,54
61,176,19,58,14,15,40
49,25,6,85,16,15,81
74,208,43,27,14,9,46
248,80,8,15,1,7,88
237,47,32,50,13,14,32
172,192,12,70,18,9,34
192,244,35,48,19,7,98
119,244,26,81,8,10,42
107,206,15,59,14,16,42
43,84,12,39,7,1,10
148,232,45,84,11,11,38
178,216,45,1,12,0,49
121,242,41,13,18,11,46
168,223,8,53,11,15,99
27,114,34,67,15,3,14
60,176,26,15,5,18,81
74,51,36,80,19,1,82
58,10,32,52,5,13,75
138,22,34,94,5,3,43
78,209,44,15,3,6,69
181,149,21,20,17,17,94
84,110,29,50,8,16,36
57,72,36,16,16,16,73
20,49,8,87,3,13,16
78,20,19,66,2,18,80
189,127,23,10,9,9,44
13,180,46,76,9,1,14
24,217,24,89,20,15,12
87,149,30,25,15,15,47
146,195,5,84,7,6,32
57,76,39,28,8,8,6
124,3,43,9,17,8,68
55,78,37,24,20,5,8
236,118,3,20,5,16,25
232,165,43,22,19,3,8
85,7,7,84,14,2,52
138,162,8,56,6,3,25
90,222,38,73,12,4,23
244,47,26,57,13,16,21
12,119,17,89,18,16,34
233,138,24,87,6,10,57
142,48,29,23,5,18,76
64,89,39,34,19,10,33
22,238,35,61,6,3,5
79,1,40,97,7,19,10
134,57,11,57,16,5,84
103,49,47,89,14,8,17
192,121,28,6,7,19,44
62,195,26,93,19,11,86
108,141,17,17,4,2,12
175,244,10,46,13,2,28
134,164,11,37,10,4,13
27,170,15,9,1,7,79
42,21,40,51,16,10,2
108,55,30,96,6,5,77
134,121,37,16,14,9,95
123,123,35,6,7,19,11
45,14,35,63,6,16,66
168,136,29,59,14,17,5
141,110,31,60,14,0,50
235,181,23,34,17,1,49
118,156,6,56,20,10,51
154,243,31,0,11,3,72
105,61,0,71,3,8,99
238,141,50,52,1,6,55
225,180,30,90,7,16,7
107,59,5,68,10,13,56
232,18,25,55,15,8,99
11,155,11,14,7,11,36
104,204,19,22,5,7,2
33,54,44,21,8,10,25
64,227,15,42,3,16,89
80,43,37,97,5,16,56
99,176,36,83,3,17,74
205,201,3,29,15,19,37
40,65,12,39,18,16,12
152,75,43,23,5,8,40
151,38,21,42,7,8,67
197,160,41,85,14,1,47
43,73,4,54,10,13,92
138,43,20,71,9,8,83
78,241,2,58,17,11,30
229,227,33,73,17,18,40
242,244,7,55,4,10,34
210,217,38,2,14,10,63
75,131,47,30,14,17,41
158,226,20,33,4,3,66
5,25,23,81,15,16,55
121,105,42,20,4,12,6
128,232,24,38,17,17,35
9,178,7,28,2,1,57
201,126,42,4,7,4,65
168,139,11,2,5,6,70
219,202,3,71,11,15,24
135,217,39,47,19,17,85
130,115,29,16,13,12,85
151,200,6,92,2,16,90
195,228,33,46,9,1,72
54,10,16,50,13,19,23
120,174,13,36,18,14,13
77,110,18,27,14,3,89
118,48,12,11,17,17,59
206,159,45,19,11,16,90
228,219,44,12,14,19,32
37,82,27,64,9,3,12
24,153,38,65,5,1,20
161,21,47,30,13,2,71
98,141,36,89,3,0,71
186,76,24,25,17,11,48
51,206,30,63,20,6,58
42,4,0,0,11,17,51
155,20,17,70,5,9,11
200,104,24,24,10,5,8
14,198,30,96,16,19,11
121,110,14,88,19,14,1
165,64,35,1,14,11,68
101,220,47,55,4,16,78
174,185,11,46,11,14,55
95,177,10,9,2,13,97
74,195,0,57,2,7,21
157,36,10,37,5,1,66
226,13,8,28,1,16,1
124,158,49,77,8,4,31
101,158,28,93,7,7,28
175,70,48,29,7,6,39
164,33,8,94,1,4,55
119,37,6,33,16,8,25
96,146,44,52,6,14,38
5,123,39,56,13,0,75
81,70,23,59,18,11,99
71,191,43,69,18,13,45
135,89,39,82,11,2,91
139,63,13,48,7,18,40
89,200,12,35,11,12,9
100,11,29,73,3,15,4
152,200,28,29,6,3,29
3,9,12,92,18,9,44
91,195,27,63,8,1,8
9,167,32,51,20,15,12
38,131,23,26,2,5,62
31,112,37,95,18,0,85
49,15,22,1,6,12,60
166,12,27,88,20,7,25
2,122,10,89,2,4,24
20,161,36,36,4,2,2
123,181,0,84,4,3,77
3,188,20,7,7,3,38
88,26,5,52,19,13,5
239,149,23,81,18,8,22
209,224,40,34,8,6,30
166,7,39,34,19,14,87
9,231,7,33,3,5,27
17,241,28,75,4,8,56
93,67,1,73,17,4,30
234,76,48,46,9,13,58
30,74,42,82,1,1,69
99,116,5,7,19,19,39
199,180,45,90,5,16,24
13,54,25,55,2,7,76
6,35,9,32,7,18,10
109,42,44,1,5,12,6
211,80,45,67,19,13,36
119,241,29,19,4,17,68
226,248,2,46,7,12,27
142,3,29,84,5,15,30
88,229,40,81,4,14,93
157,145,24,97,15,18,4
239,138,49,37,14,10,77
12,83,21,99,15,9,19
34,39,25,46,8,9,62
157,186,48,13,19,6,71
226,11,6,24,1,18,13
207,166,40,84,18,7,54
174,104,21,54,17,15,42
97,62,23,69,5,18,12
71,31,16,52,12,14,97
84,54,20,30,13,1,45
137,104,36,76,18,11,34
238,75,11,34,16,15,61
207,83,14,75,7,11,78
17,160,40,5,1,16,55
156,5,28,12,10,10,20
162,1,45,14,12,16,40
105,156,46,72,6,18,0
164,180,4,96,15,9,49
37,127,35,63,6,13,79
44,48,6,54,12,16,62
5,178,18,95,20,3,66
73,85,45,19,17,10,54
147,197,28,38,11,5,35
167,214,17,61,14,9,58
92,157,16,58,19,8,37
208,143,40,18,17,8,5
242,108,42,59,6,4,99
68,28,1,58,15,7,44
18,184,45,32,18,2,10
119,204,31,25,4,8,32
77,164,11,92,16,17,79
13,203,16,82,14,15,28
83,6,39,16,17,19,88
32,188,17,15,16,7,40
